subset,task_id,algorithm,original_width,original_depth,original_gates,algiers_depth,algiers_width,algiers_gates,almaden_depth,almaden_width,almaden_gates,armonk_depth,armonk_width,armonk_gates,athens_depth,athens_width,athens_gates,auckland_depth,auckland_width,auckland_gates,belem_depth,belem_width,belem_gates,boeblingen_depth,boeblingen_width,boeblingen_gates,bogota_depth,bogota_width,bogota_gates,brisbane_depth,brisbane_width,brisbane_gates,brooklyn_depth,brooklyn_width,brooklyn_gates,burlington_depth,burlington_width,burlington_gates,cairo_depth,cairo_width,cairo_gates,cambridge_depth,cambridge_width,cambridge_gates,casablanca_depth,casablanca_width,casablanca_gates,cusco_depth,cusco_width,cusco_gates,essex_depth,essex_width,essex_gates,fractional_depth,fractional_width,fractional_gates,geneva_depth,geneva_width,geneva_gates,guadalupe_depth,guadalupe_width,guadalupe_gates,hanoi_depth,hanoi_width,hanoi_gates,jakarta_depth,jakarta_width,jakarta_gates,johannesburg_depth,johannesburg_width,johannesburg_gates,kawasaki_depth,kawasaki_width,kawasaki_gates,kolkata_depth,kolkata_width,kolkata_gates,kyiv_depth,kyiv_width,kyiv_gates,kyoto_depth,kyoto_width,kyoto_gates,lagos_depth,lagos_width,lagos_gates,lima_depth,lima_width,lima_gates,london_depth,london_width,london_gates,manhattan_depth,manhattan_width,manhattan_gates,manila_depth,manila_width,manila_gates,melbourne_depth,melbourne_width,melbourne_gates,montreal_depth,montreal_width,montreal_gates,mumbai_depth,mumbai_width,mumbai_gates,nairobi_depth,nairobi_width,nairobi_gates,osaka_depth,osaka_width,osaka_gates,oslo_depth,oslo_width,oslo_gates,ourense_depth,ourense_width,ourense_gates,paris_depth,paris_width,paris_gates,peekskill_depth,peekskill_width,peekskill_gates,perth_depth,perth_width,perth_gates,prague_depth,prague_width,prague_gates,poughkeepsie_depth,poughkeepsie_width,poughkeepsie_gates,quebec_depth,quebec_width,quebec_gates,quito_depth,quito_width,quito_gates,rochester_depth,rochester_width,rochester_gates,rome_depth,rome_width,rome_gates,santiago_depth,santiago_width,santiago_gates,sherbrooke_depth,sherbrooke_width,sherbrooke_gates,singapore_depth,singapore_width,singapore_gates,sydney_depth,sydney_width,sydney_gates,torino_depth,torino_width,torino_gates,toronto_depth,toronto_width,toronto_gates,valencia_depth,valencia_width,valencia_gates,vigo_depth,vigo_width,vigo_gates,washington_depth,washington_width,washington_gates,yorktown_depth,yorktown_width,yorktown_gates
3,401,qpeinexact,56,167,"{'cp': 1540, 'h': 110, 'measure': 55, 'swap': 27, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5067,127,"{'rz': 60, 'sx': 60, 'ecr': 63, 'x': 41, 'measure': 55}",1978,65,"{'rz': 56, 'sx': 56, 'cx': 122, 'x': 39, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5695,127,"{'rz': 56, 'sx': 56, 'ecr': 61, 'x': 42, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5477,127,"{'rz': 58, 'sx': 58, 'ecr': 61, 'x': 43, 'measure': 55}",-1,-1,{},6032,127,"{'rz': 60, 'sx': 60, 'ecr': 65, 'x': 48, 'measure': 55}",5168,127,"{'rz': 57, 'sx': 57, 'ecr': 60, 'x': 40, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},1988,65,"{'rz': 57, 'sx': 57, 'cx': 120, 'x': 35, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5294,127,"{'rz': 59, 'sx': 59, 'ecr': 63, 'x': 48, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5365,127,"{'rz': 56, 'sx': 56, 'ecr': 60, 'x': 39, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},6113,127,"{'rz': 62, 'sx': 62, 'ecr': 64, 'x': 45, 'measure': 55}",-1,-1,{},-1,-1,{},4134,133,"{'rz': 59, 'sx': 60, 'cz': 113, 'x': 19, 'measure': 55}",-1,-1,{},-1,-1,{},-1,-1,{},2161,127,"{'rz': 60, 'sx': 60, 'cx': 132, 'x': 37, 'measure': 55}",-1,-1,{}
3,684,qft,27,55,"{'cp': 351, 'h': 27, 'measure': 27, 'swap': 13, 'barrier': 1}",741,27,"{'rz': 25, 'sx': 22, 'cx': 54, 'x': 17, 'measure': 27}",-1,-1,{},-1,-1,{},-1,-1,{},759,27,"{'rz': 25, 'sx': 22, 'cx': 53, 'x': 18, 'measure': 27}",-1,-1,{},-1,-1,{},-1,-1,{},1782,127,"{'rz': 28, 'sx': 28, 'ecr': 28, 'x': 24, 'measure': 27}",648,65,"{'sx': 26, 'rz': 26, 'cx': 48, 'x': 19, 'measure': 27}",-1,-1,{},-1,-1,{},632,28,"{'u3': 27, 'u2': 28, 'cx': 59, 'u1': 27, 'measure': 27}",-1,-1,{},2309,127,"{'rz': 31, 'sx': 31, 'x': 22, 'ecr': 32, 'measure': 27}",-1,-1,{},-1,-1,{},846,27,"{'rz': 26, 'sx': 24, 'cx': 50, 'x': 21, 'measure': 27}",-1,-1,{},913,27,"{'cx': 56, 'rz': 25, 'sx': 22, 'x': 18, 'measure': 27}",-1,-1,{},-1,-1,{},2301,127,"{'rz': 27, 'sx': 27, 'x': 20, 'ecr': 27, 'measure': 27}",779,27,"{'sx': 22, 'rz': 26, 'cx': 54, 'x': 15, 'measure': 27}",2103,127,"{'rz': 36, 'sx': 36, 'x': 27, 'ecr': 37, 'measure': 27}",1767,127,"{'rz': 27, 'sx': 27, 'x': 19, 'ecr': 26, 'measure': 27}",-1,-1,{},-1,-1,{},-1,-1,{},773,65,"{'sx': 24, 'rz': 27, 'cx': 56, 'x': 18, 'measure': 27}",-1,-1,{},-1,-1,{},837,27,"{'sx': 21, 'rz': 25, 'cx': 53, 'x': 15, 'measure': 27}",724,27,"{'rz': 26, 'sx': 20, 'cx': 48, 'x': 17, 'measure': 27}",-1,-1,{},2329,127,"{'rz': 27, 'sx': 27, 'x': 20, 'ecr': 27, 'measure': 27}",-1,-1,{},-1,-1,{},730,27,"{'sx': 21, 'rz': 24, 'cx': 52, 'x': 16, 'measure': 27}",2153,27,"{'x': 20, 'rz': 27, 'sx': 27, 'ecr': 28, 'measure': 27}",-1,-1,{},1364,33,"{'rz': 27, 'sx': 27, 'cz': 51, 'x': 3, 'measure': 27}",-1,-1,{},1741,127,"{'rz': 27, 'sx': 27, 'x': 21, 'ecr': 26, 'measure': 27}",-1,-1,{},689,53,"{'u2': 25, 'cx': 66, 'u1': 26, 'u3': 25, 'measure': 27}",-1,-1,{},-1,-1,{},1914,127,"{'rz': 27, 'sx': 27, 'x': 24, 'ecr': 26, 'measure': 27}",-1,-1,{},799,27,"{'rz': 26, 'sx': 22, 'cx': 56, 'x': 14, 'measure': 27}",1062,133,"{'rz': 27, 'sx': 28, 'cz': 52, 'x': 1, 'measure': 27}",725,27,"{'rz': 25, 'sx': 19, 'cx': 56, 'x': 18, 'measure': 27}",-1,-1,{},-1,-1,{},861,127,"{'rz': 24, 'sx': 22, 'cx': 55, 'x': 16, 'measure': 27}",-1,-1,{}
3,170,dj,76,78,"{'h': 78, 'cx': 75, 'measure': 75, 'u2': 73, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1059,127,"{'rz': 77, 'sx': 77, 'ecr': 77, 'x': 30, 'measure': 75}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1114,127,"{'rz': 76, 'sx': 76, 'ecr': 76, 'x': 18, 'measure': 75}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1081,127,"{'rz': 77, 'sx': 77, 'x': 31, 'ecr': 78, 'measure': 75}",-1,-1,{},1070,127,"{'rz': 76, 'sx': 76, 'x': 21, 'ecr': 77, 'measure': 75}",1048,127,"{'rz': 76, 'sx': 76, 'ecr': 80, 'x': 22, 'measure': 75}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1049,127,"{'rz': 76, 'sx': 76, 'ecr': 77, 'x': 24, 'measure': 75}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},984,127,"{'rz': 77, 'sx': 77, 'ecr': 76, 'x': 27, 'measure': 75}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1050,127,"{'rz': 76, 'sx': 76, 'x': 25, 'ecr': 76, 'measure': 75}",-1,-1,{},-1,-1,{},614,133,"{'sx': 76, 'rz': 76, 'cz': 95, 'x': 3, 'measure': 75}",-1,-1,{},-1,-1,{},-1,-1,{},493,127,"{'rz': 76, 'sx': 76, 'x': 10, 'cx': 130, 'measure': 75}",-1,-1,{}
3,472,qnn,35,345,"{'cx': 2414, 'p': 1190, 'u2': 70, 'ry': 70, 'measure': 35, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},2845,127,"{'rz': 35, 'sx': 35, 'ecr': 34, 'x': 35, 'measure': 35}",1171,65,"{'rz': 35, 'sx': 35, 'cx': 68, 'x': 32, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},2731,127,"{'rz': 35, 'sx': 35, 'ecr': 34, 'x': 35, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3619,127,"{'rz': 36, 'sx': 36, 'ecr': 36, 'x': 35, 'measure': 35}",-1,-1,{},3473,127,"{'rz': 35, 'sx': 35, 'ecr': 34, 'x': 35, 'measure': 35}",3395,127,"{'rz': 35, 'sx': 35, 'ecr': 34, 'x': 35, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},1018,65,"{'rz': 35, 'sx': 35, 'cx': 68, 'x': 33, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3397,127,"{'rz': 35, 'sx': 35, 'ecr': 34, 'x': 35, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3984,127,"{'rz': 39, 'sx': 39, 'ecr': 41, 'x': 39, 'measure': 35}",-1,-1,{},976,53,"{'u1': 35, 'u3': 35, 'u2': 35, 'cx': 68, 'measure': 35}",-1,-1,{},-1,-1,{},3002,127,"{'rz': 35, 'sx': 35, 'ecr': 34, 'x': 35, 'measure': 35}",-1,-1,{},-1,-1,{},2485,133,"{'rz': 35, 'sx': 35, 'cz': 68, 'x': 20, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},1150,127,"{'rz': 35, 'sx': 35, 'cx': 68, 'x': 31, 'measure': 35}",-1,-1,{}
4,670,graphstate,83,9,"{'h': 83, 'cz': 83, 'measure': 83, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},217,127,"{'rz': 86, 'sx': 86, 'ecr': 94, 'x': 52, 'measure': 83}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},166,127,"{'rz': 95, 'sx': 95, 'ecr': 105, 'x': 47, 'measure': 83}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},239,127,"{'rz': 99, 'sx': 99, 'ecr': 108, 'x': 44, 'measure': 83}",-1,-1,{},166,127,"{'rz': 95, 'sx': 95, 'ecr': 103, 'x': 44, 'measure': 83}",199,127,"{'rz': 103, 'sx': 103, 'ecr': 113, 'x': 47, 'measure': 83}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},164,127,"{'rz': 92, 'sx': 92, 'ecr': 98, 'x': 39, 'measure': 83}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},266,127,"{'rz': 104, 'sx': 104, 'ecr': 116, 'x': 46, 'measure': 83}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},273,127,"{'rz': 95, 'sx': 95, 'ecr': 102, 'x': 40, 'measure': 83}",-1,-1,{},-1,-1,{},132,133,"{'rz': 83, 'sx': 98, 'cz': 139, 'x': 1, 'measure': 83}",-1,-1,{},-1,-1,{},-1,-1,{},89,127,"{'rz': 86, 'sx': 86, 'cx': 164, 'x': 1, 'measure': 83}",-1,-1,{}
4,612,qpeexact,80,239,"{'cp': 3160, 'h': 158, 'measure': 79, 'swap': 39, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},9875,127,"{'rz': 83, 'sx': 83, 'ecr': 92, 'x': 69, 'measure': 79}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7026,127,"{'rz': 89, 'sx': 89, 'ecr': 96, 'x': 59, 'measure': 79}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},9391,127,"{'rz': 86, 'sx': 86, 'ecr': 91, 'x': 64, 'measure': 79}",-1,-1,{},7974,127,"{'rz': 85, 'sx': 85, 'ecr': 93, 'x': 57, 'measure': 79}",8219,127,"{'rz': 81, 'sx': 81, 'ecr': 88, 'x': 63, 'measure': 79}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},7850,127,"{'rz': 83, 'sx': 83, 'ecr': 89, 'x': 61, 'measure': 79}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},9071,127,"{'rz': 80, 'sx': 80, 'ecr': 86, 'x': 59, 'measure': 79}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},8661,127,"{'rz': 80, 'sx': 80, 'ecr': 85, 'x': 59, 'measure': 79}",-1,-1,{},-1,-1,{},6056,133,"{'rz': 83, 'sx': 83, 'cz': 172, 'x': 22, 'measure': 79}",-1,-1,{},-1,-1,{},-1,-1,{},3152,127,"{'rz': 80, 'sx': 79, 'cx': 180, 'x': 44, 'measure': 79}",-1,-1,{}
4,585,qftentangled,82,167,"{'cp': 3321, 'h': 83, 'measure': 82, 'cx': 81, 'swap': 41, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},8882,127,"{'rz': 90, 'sx': 90, 'ecr': 100, 'x': 60, 'measure': 82}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},8800,127,"{'rz': 83, 'sx': 83, 'ecr': 90, 'x': 63, 'measure': 82}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},9224,127,"{'rz': 93, 'sx': 93, 'ecr': 103, 'x': 73, 'measure': 82}",-1,-1,{},9120,127,"{'rz': 102, 'sx': 102, 'ecr': 115, 'x': 73, 'measure': 82}",8536,127,"{'rz': 88, 'sx': 88, 'ecr': 97, 'x': 62, 'measure': 82}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},8256,127,"{'rz': 88, 'sx': 88, 'ecr': 97, 'x': 72, 'measure': 82}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},9130,127,"{'rz': 85, 'sx': 85, 'ecr': 94, 'x': 62, 'measure': 82}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},8625,127,"{'rz': 83, 'sx': 83, 'ecr': 91, 'x': 63, 'measure': 82}",-1,-1,{},-1,-1,{},5697,133,"{'sx': 88, 'rz': 83, 'cz': 183, 'x': 11, 'measure': 82}",-1,-1,{},-1,-1,{},-1,-1,{},3240,127,"{'x': 54, 'rz': 75, 'cx': 196, 'sx': 67, 'measure': 82}",-1,-1,{}
4,101,qftentangled,61,125,"{'cp': 1830, 'h': 62, 'measure': 61, 'cx': 60, 'swap': 30, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5735,127,"{'rz': 61, 'sx': 61, 'ecr': 65, 'x': 44, 'measure': 61}",2160,65,"{'x': 38, 'rz': 60, 'cx': 138, 'sx': 56, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5041,127,"{'rz': 63, 'sx': 63, 'ecr': 69, 'x': 47, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5137,127,"{'rz': 64, 'sx': 64, 'ecr': 69, 'x': 45, 'measure': 61}",-1,-1,{},5351,127,"{'rz': 64, 'sx': 64, 'ecr': 68, 'x': 48, 'measure': 61}",4825,127,"{'rz': 71, 'sx': 71, 'ecr': 78, 'x': 58, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},1523,65,"{'cx': 131, 'rz': 53, 'sx': 44, 'x': 26, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},5595,127,"{'rz': 62, 'sx': 62, 'ecr': 65, 'x': 41, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},6322,127,"{'rz': 72, 'sx': 72, 'ecr': 78, 'x': 52, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},6288,127,"{'rz': 65, 'sx': 65, 'ecr': 70, 'x': 48, 'measure': 61}",-1,-1,{},-1,-1,{},4038,133,"{'sx': 64, 'rz': 57, 'cz': 125, 'x': 9, 'measure': 61}",-1,-1,{},-1,-1,{},-1,-1,{},2098,127,"{'rz': 55, 'cx': 146, 'sx': 49, 'x': 37, 'measure': 61}",-1,-1,{}
4,348,qftentangled,115,233,"{'cp': 6555, 'h': 116, 'measure': 115, 'cx': 114, 'swap': 57, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},13427,127,"{'rz': 121, 'sx': 121, 'ecr': 137, 'x': 90, 'measure': 115}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},10745,127,"{'rz': 119, 'sx': 119, 'ecr': 134, 'x': 93, 'measure': 115}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},10995,127,"{'rz': 122, 'sx': 122, 'ecr': 135, 'x': 90, 'measure': 115}",-1,-1,{},12824,127,"{'rz': 117, 'sx': 117, 'ecr': 131, 'x': 87, 'measure': 115}",12405,127,"{'rz': 125, 'sx': 125, 'ecr': 141, 'x': 99, 'measure': 115}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},13946,127,"{'rz': 120, 'sx': 120, 'ecr': 135, 'x': 96, 'measure': 115}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},13347,127,"{'rz': 119, 'sx': 119, 'ecr': 134, 'x': 87, 'measure': 115}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},12616,127,"{'rz': 125, 'sx': 125, 'ecr': 141, 'x': 90, 'measure': 115}",-1,-1,{},-1,-1,{},8583,133,"{'sx': 125, 'cz': 255, 'rz': 110, 'x': 15, 'measure': 115}",-1,-1,{},-1,-1,{},-1,-1,{},4474,127,"{'cx': 268, 'rz': 105, 'x': 57, 'sx': 86, 'measure': 115}",-1,-1,{}
4,530,dj,71,73,"{'h': 72, 'cx': 70, 'measure': 70, 'u2': 69, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1095,127,"{'rz': 71, 'sx': 71, 'x': 30, 'ecr': 71, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},960,127,"{'rz': 72, 'sx': 72, 'ecr': 73, 'x': 17, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1000,127,"{'rz': 73, 'sx': 73, 'x': 21, 'ecr': 72, 'measure': 70}",-1,-1,{},946,127,"{'rz': 72, 'sx': 72, 'ecr': 73, 'x': 21, 'measure': 70}",1050,127,"{'rz': 71, 'sx': 71, 'ecr': 71, 'x': 28, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1020,127,"{'rz': 72, 'sx': 72, 'x': 24, 'ecr': 71, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},949,127,"{'rz': 71, 'sx': 71, 'ecr': 72, 'x': 23, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},1049,127,"{'rz': 73, 'sx': 73, 'ecr': 75, 'x': 29, 'measure': 70}",-1,-1,{},-1,-1,{},582,133,"{'sx': 73, 'rz': 72, 'cz': 80, 'x': 3, 'measure': 70}",-1,-1,{},-1,-1,{},-1,-1,{},453,127,"{'rz': 72, 'sx': 72, 'cx': 131, 'x': 7, 'measure': 70}",-1,-1,{}
4,798,graphstate,33,7,"{'h': 33, 'cz': 33, 'measure': 33, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},78,127,"{'rz': 33, 'sx': 33, 'ecr': 32, 'x': 13, 'measure': 33}",42,65,"{'rz': 33, 'sx': 33, 'cx': 54, 'x': 1, 'measure': 33}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},161,127,"{'rz': 33, 'sx': 33, 'ecr': 34, 'x': 13, 'measure': 33}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},152,127,"{'rz': 48, 'sx': 48, 'ecr': 49, 'x': 20, 'measure': 33}",-1,-1,{},119,127,"{'rz': 33, 'sx': 33, 'ecr': 35, 'x': 18, 'measure': 33}",105,127,"{'rz': 35, 'sx': 35, 'ecr': 35, 'x': 17, 'measure': 33}",-1,-1,{},-1,-1,{},-1,-1,{},42,65,"{'rz': 33, 'sx': 33, 'cx': 67, 'measure': 33}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},148,127,"{'rz': 46, 'sx': 46, 'ecr': 49, 'x': 14, 'measure': 33}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},53,33,"{'rz': 33, 'sx': 33, 'cz': 44, 'measure': 33}",-1,-1,{},118,127,"{'rz': 43, 'sx': 43, 'ecr': 45, 'x': 19, 'measure': 33}",-1,-1,{},31,53,"{'u2': 33, 'cx': 66, 'u1': 2, 'u3': 2, 'measure': 33}",-1,-1,{},-1,-1,{},90,127,"{'rz': 41, 'sx': 41, 'ecr': 42, 'x': 22, 'measure': 33}",-1,-1,{},-1,-1,{},66,133,"{'rz': 33, 'sx': 33, 'cz': 47, 'measure': 33}",-1,-1,{},-1,-1,{},-1,-1,{},55,127,"{'rz': 33, 'sx': 33, 'cx': 49, 'x': 1, 'measure': 33}",-1,-1,{}
4,506,qpeinexact,36,107,"{'cp': 630, 'h': 70, 'measure': 35, 'swap': 17, 'x': 1, 'barrier': 1}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3332,127,"{'rz': 36, 'sx': 36, 'ecr': 37, 'x': 30, 'measure': 35}",1311,65,"{'rz': 39, 'sx': 39, 'cx': 86, 'x': 21, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3975,127,"{'rz': 40, 'sx': 40, 'x': 32, 'ecr': 40, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3507,127,"{'rz': 38, 'sx': 38, 'ecr': 40, 'x': 31, 'measure': 35}",-1,-1,{},3709,127,"{'rz': 36, 'sx': 36, 'ecr': 36, 'x': 31, 'measure': 35}",3484,127,"{'rz': 40, 'sx': 40, 'ecr': 42, 'x': 29, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},1408,65,"{'rz': 36, 'sx': 35, 'x': 20, 'cx': 75, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},4088,127,"{'rz': 40, 'sx': 40, 'ecr': 42, 'x': 31, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},-1,-1,{},3174,127,"{'rz': 36, 'sx': 36, 'ecr': 37, 'x': 27, 'measure': 35}",-1,-1,{},1279,53,"{'u2': 36, 'u3': 27, 'cx': 74, 'u1': 32, 'measure': 35}",-1,-1,{},-1,-1,{},3702,127,"{'rz': 37, 'sx': 37, 'x': 30, 'ecr': 38, 'measure': 35}",-1,-1,{},-1,-1,{},2232,133,"{'rz': 37, 'sx': 38, 'cz': 72, 'x': 13, 'measure': 35}",-1,-1,{},-1,-1,{},-1,-1,{},1434,127,"{'rz': 38, 'sx': 36, 'cx': 88, 'x': 22, 'measure': 35}",-1,-1,{}
